point,sharpe,expected_return_pct,volatility_pct,weight_QQQ_pct,weight_SPMO_pct,weight_GDX_pct,weight_GLD_pct,weight_SLV_pct,weight_AIA_pct,weight_XLE_pct,weight_PTF_pct,weight_QLD_pct
77,0.9797697821323014,23.857941960448212,21.941829960974726,0.0,45.18985540660409,0.0,13.80681642016078,0.0,0.0,0.0,11.00332817323513,30.0
78,0.9760761355404638,23.958471298775056,22.127855105089473,0.0,45.35098364174341,0.051570612103370175,12.894059672819298,0.0,0.0,0.0,11.703386073333915,30.0
79,0.9723996086088801,24.05900063710191,22.31490062829685,0.0,45.59975926982703,0.5621521136065395,11.630522676332514,0.0,0.0,0.0,12.207565940233916,30.0
80,0.96875484929988,24.159529975428764,22.50262797774205,0.0,45.84853489791063,1.0727336151096756,10.366985679845744,0.0,0.0,0.0,12.711745807133951,30.0
81,0.9651421174994864,24.260059313755608,22.6910202307768,0.0,46.097310525994274,1.5833151166128232,9.103448683359012,0.0,0.0,0.0,13.215925674033896,30.0
82,0.9615616272840476,24.360588652082463,22.880060963147645,0.0,46.34608615407784,2.0938966181159846,7.839911686872219,0.0,0.0,0.0,13.720105540933957,30.0
83,0.958013549999442,24.461117990409313,23.069734233322883,0.0,46.594861782161495,2.6044781196191233,6.57637469038547,0.0,0.0,0.0,14.224285407833914,30.0
84,0.9544980171679922,24.561647328736164,23.260024567268072,0.0,46.84363741024491,3.1150596211222474,5.312837693898791,0.0,0.0,0.0,14.728465274734049,30.0
85,0.9510151232311735,24.66217666706302,23.450916943664403,0.0,47.09241303832855,3.625641122625441,4.049300697411953,0.0,0.0,0.0,15.232645141634052,30.0
86,0.9475649281359738,24.762706005389866,23.64239677956413,0.0,47.34118866641217,4.136222624128556,2.7857637009252674,0.0,0.0,0.0,15.73682500853401,30.0
87,0.9441482590094104,24.86323534371672,23.83442974022624,0.3501703313214713,47.392375889985374,4.63204117442375,1.499946103575878,0.0,0.0,0.0,16.125466500693523,30.0
88,0.9407665212063556,24.963764682043568,24.026965429274103,0.7715954059691177,47.40335664890895,5.124855671533968,0.2095947169429444,0.0,0.0,0.0,16.490597556645024,30.0
89,0.9373642753908955,25.064294020370426,24.221420227373592,0.67337123239735,46.29211405521463,4.907636711670911,0.0,0.0,0.0,0.0,18.12687800071712,30.0
90,0.9338462571528346,25.164823358697262,24.420318852297967,0.47436976071115605,44.96323497355317,4.552718614149991,0.0,0.0,0.0,0.0,20.00967665158569,30.0
91,0.9302192473515488,25.265352697024124,24.623606490876792,0.27536828902510174,43.63435589189147,4.197800516629036,0.0,0.0,0.0,0.0,21.892475302454407,30.0
92,0.9264918681199626,25.36588203535097,24.831175347533822,0.0763668173389357,42.305476810229884,3.84288241910812,0.0,0.0,0.0,0.0,23.775273953323065,30.0
93,0.9226723594785591,25.46641137367783,25.042921397077755,0.0,40.89685753846275,3.477342784419301,0.0,0.0,0.0,0.0,25.625799677117953,30.0
94,0.9187684147376867,25.566940712004673,25.258748929272212,0.0,39.43858260806674,3.1051889264257353,0.0,0.0,0.0,0.0,27.45622846550752,30.0
95,0.9147877465860815,25.667470050331527,25.478555148244208,0.0,37.98030767767075,2.7330350684321574,0.0,0.0,0.0,0.0,29.286657253897086,30.0
96,0.91065073652312,25.76799938865838,25.70469495037199,2.5290765951225804,35.889716985056005,1.5812064198214106,0.0,0.0,0.0,0.0,30.0,30.0
97,0.906106405502304,25.86852872698523,25.944556383478133,7.011915676278366,32.97523757350115,0.012846750220481503,0.0,0.0,0.0,0.0,30.0,30.0
98,0.9005266259745275,25.96905806531208,26.21694615610387,17.972278532143626,22.027721467856377,0.0,0.0,0.0,0.0,0.0,30.0,30.0
99,0.8933533718859412,26.069587403638927,26.539987590337372,28.986138295006047,11.013861704993953,0.0,0.0,0.0,0.0,0.0,30.0,30.0
100,0.8847444366798267,26.17011636312132,26.911857680024927,39.9999980578697,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0
